name,line,line_,color,longitude,latitude,poiid,is_transfer_station
阎村东,地铁房山线,地铁房山线,EE782E,116.100817,39.729028,BV10561755,1
苏庄,地铁房山线,地铁房山线,EE782E,116.125306,39.723188,BV10003977,0
良乡南关,地铁房山线,地铁房山线,EE782E,116.140804,39.723202,BV10013427,0
良乡大学城西,地铁房山线,地铁房山线,EE782E,116.156282,39.723157,BV10003994,0
良乡大学城,地铁房山线,地铁房山线,EE782E,116.176541,39.723159,BV10003965,0
良乡大学城北,地铁房山线,地铁房山线,EE782E,116.183480,39.729906,BV10003967,0
广阳城,地铁房山线,地铁房山线,EE782E,116.184985,39.747930,BV10013426,0
篱笆房,地铁房山线,地铁房山线,EE782E,116.189486,39.760636,BV10001096,0
长阳,地铁房山线,地铁房山线,EE782E,116.212692,39.763871,BV10013425,0
稻田,地铁房山线,地铁房山线,EE782E,116.218840,39.794885,BV10013424,0
大葆台,地铁房山线,地铁房山线,EE782E,116.291681,39.807810,BV10013423,0
郭公庄,地铁房山线,地铁房山线,EE782E,116.301889,39.814322,BV10007779,1
白盆窑,地铁房山线,地铁房山线,EE782E,116.313391,39.819590,BV10563755,0
花乡东桥,地铁房山线,地铁房山线,EE782E,116.320064,39.829211,BV10563754,0
首经贸,地铁房山线,地铁房山线,EE782E,116.320202,39.844463,BV10013494,1
东管头南,地铁房山线,地铁房山线,EE782E,116.323133,39.855638,BV10562654,1
3号航站楼,首都机场线,首都机场线,A49ABD,116.615583,40.052657,BV10009415,0
2号航站楼,首都机场线,首都机场线,A49ABD,116.592808,40.079311,BV10013428,0
三元桥,首都机场线,首都机场线,A49ABD,116.456997,39.961508,BV10000199,1
东直门,首都机场线,首都机场线,A49ABD,116.435842,39.941626,BV10002731,1
北新桥,首都机场线,首都机场线,A49ABD,116.416884,39.940782,BV10013443,1
巴沟,西郊线,西郊线,FC0601,116.293357,39.974414,BV10013394,1
颐和园西门,西郊线,西郊线,FC0601,116.263248,39.985697,BV10968850,0
茶棚,西郊线,西郊线,FC0601,116.248100,39.982113,BV10968847,0
万安,西郊线,西郊线,FC0601,116.231977,39.984001,BV10968866,0
国家植物园,西郊线,西郊线,FC0601,116.215722,39.993537,BV10968849,0
香山,西郊线,西郊线,FC0601,116.204491,39.994056,BV10968848,0
阎村东,地铁燕房线,地铁燕房线,EE782E,116.100817,39.729028,BV10561755,1
紫草坞,地铁燕房线,地铁燕房线,EE782E,116.086720,39.724606,BV10420734,0
阎村,地铁燕房线,地铁燕房线,EE782E,116.080165,39.716731,BV10420737,0
星城,地铁燕房线,地铁燕房线,EE782E,116.061370,39.713681,BV10420735,0
大石河东,地铁燕房线,地铁燕房线,EE782E,116.039906,39.709893,BV10881795,0
马各庄,地铁燕房线,地铁燕房线,EE782E,116.016606,39.705103,BV10420736,0
饶乐府,地铁燕房线,地铁燕房线,EE782E,116.006103,39.701471,BV10420727,0
房山城关,地铁燕房线,地铁燕房线,EE782E,115.989599,39.706061,BV10420731,0
燕山,地铁燕房线,地铁燕房线,EE782E,115.973395,39.719615,BV10420733,0
宋家庄,地铁亦庄线,地铁亦庄线,F0087D,116.428368,39.845849,BV10000743,1
肖村,地铁亦庄线,地铁亦庄线,F0087D,116.448364,39.834217,BV10011446,0
小红门,地铁亦庄线,地铁亦庄线,F0087D,116.459226,39.827951,BV10012008,0
旧宫,地铁亦庄线,地铁亦庄线,F0087D,116.460789,39.806910,BV10000335,0
亦庄桥,地铁亦庄线,地铁亦庄线,F0087D,116.480307,39.803011,BV10013453,0
亦庄文化园,地铁亦庄线,地铁亦庄线,F0087D,116.490632,39.806890,BV10013452,0
万源街,地铁亦庄线,地铁亦庄线,F0087D,116.505403,39.802971,BV10013451,0
荣京东街,地铁亦庄线,地铁亦庄线,F0087D,116.513321,39.793189,BV10003511,0
荣昌东街,地铁亦庄线,地铁亦庄线,F0087D,116.521688,39.782832,BV10013450,0
同济南路,地铁亦庄线,地铁亦庄线,F0087D,116.539901,39.772962,BV10007921,0
经海路,地铁亦庄线,地铁亦庄线,F0087D,116.562321,39.783673,BV10013449,0
次渠南,地铁亦庄线,地铁亦庄线,F0087D,116.581357,39.795118,BV10013448,0
次渠,地铁亦庄线,地铁亦庄线,F0087D,116.591563,39.803550,BV10011266,1
亦庄火车站,地铁亦庄线,地铁亦庄线,F0087D,116.601913,39.812607,BV10013399,0
